flight_number,departure_airport,arrival_airport,departure_time,arrival_time
KE6218,Ellamar Seaplane Base,Brigadier Mayor D Cesar Raul Ojeda Airport,1:32 PM,5:29 AM
SQ3534,Néma Airport,Pangsuma Airport,12:12 PM,5:10 AM
AM7778,Rzeszów-Jasionka Airport,Edson Airport,5:17 PM,3:34 AM
LA3165,Lake Charles Regional Airport,Elorza Airport,12:10 AM,12:08 PM
AZ2418,Aktobe Airport,Los Cabos International Airport,6:38 PM,5:49 PM
LA6020,Idre Airport,Upala Airport,7:24 AM,6:06 AM
QR1240,Carbon County Regional/Buck Davis Field,Luis Munoz Marin International Airport,6:06 AM,8:46 PM
WN1985,St Petersburg Clearwater International Airport,Waspam Airport,8:31 AM,11:53 PM
NZ7026,Bolling Air Force Base,Komsomolsk-on-Amur Airport,9:43 AM,3:21 AM
AZ3825,Battle Mountain Airport,Bujumbura International Airport,3:52 PM,12:46 AM
QF6753,Tres De Mayo Airport,Cotulla-La Salle County Airport,11:50 AM,6:09 PM
AF3915,Saibai Island Airport,Alexander Bay Airport,2:21 PM,10:49 PM
AZ2669,Wakunai Airport,Daocheng Yading Airport,2:17 PM,6:47 AM
LA4220,Robert Gray  Army Air Field Airport,Kissidougou Airport,10:49 AM,6:32 PM
NZ2540,Pimenta Bueno Airport,Mc Entire Joint National Guard Base,7:35 AM,7:48 PM
AF6038,Tidjikja Airport,Emerald Airport,3:26 PM,8:27 AM
EK2641,Tanah Grogot Airport,Quincy Regional Baldwin Field,12:46 AM,5:36 AM
TG1200,Malindi Airport,Coleman Municipal Airport,10:51 PM,7:42 AM
QF7612,Wasu Airport,Columbus Air Force Base,6:26 PM,9:43 PM
UA9423,Soure Airport,Beletwene Airport,6:53 PM,2:48 AM
KE7078,Minatitlán/Coatzacoalcos National Airport,Rzhevka Airport,2:42 PM,5:22 PM
CX3807,Ramata Airport,Powell River Airport,2:49 AM,7:30 PM
SK1333,Gambella Airport,Lubumbashi International Airport,5:38 PM,7:50 AM
AA2173,Doha International Airport,Canela Airport,1:23 PM,3:56 AM
TG9120,Gagnoa Airport,Andøya Airport,4:37 AM,1:26 AM
LA2284,Durrie Airport,Wau Airport,1:10 PM,1:33 PM
KE4812,Norman Y. Mineta San Jose International Airport,Perry Island Seaplane Base,7:16 AM,11:54 PM
SQ5181,Westsound/Wsx Seaplane Base,Milingimbi Airport,11:46 AM,3:42 PM
NZ8553,Manners Creek Airport,Raleigh Durham International Airport,4:23 AM,12:21 PM
LH8760,Notodden Airport,Weihai Airport,3:44 PM,7:21 PM
AA1935,Thorne Bay Seaplane Base,Council Bluffs Municipal Airport,2:58 PM,10:05 AM
DL9212,Kumasi Airport,Örebro Airport,12:44 PM,2:51 AM
IB7981,Sua Pan Airport,Kiwai Airport,12:32 AM,3:32 AM
SK5197,Derby Field,Timber Creek Airport,9:53 AM,12:51 AM
WN6588,Moyale Airport,Phnom Penh International Airport,7:07 PM,3:19 PM
LA7812,Kärdla Airport,Talagi Airport,7:19 PM,1:54 PM
SK6642,Waterbury Oxford Airport,Lumbo Airport,12:23 AM,5:40 PM
SK7829,Hastings Municipal Airport,Sir Seewoosagur Ramgoolam International Airport,12:55 AM,6:46 PM
LH1504,Boma Airport,Sofia Airport,4:20 AM,3:02 AM
QR2054,Hpapun Airport,North Battleford Airport,8:05 AM,1:45 PM
WN3689,Humera Airport,Estherville Municipal Airport,5:00 PM,4:53 AM
NH4894,Santa Genoveva Airport,Julius Nyerere International Airport,2:12 AM,8:14 AM
KL9083,General Servando Canales International Airport,Miramichi Airport,2:19 AM,1:18 AM
BA5073,Konarak Airport,Maitland Airport,11:14 PM,6:50 AM
SQ8339,Blida Airport,Sonari Airport,2:27 PM,4:40 AM
LH6251,Filippos Airport,Solano Airport,3:51 AM,8:41 AM
AI8241,Missoula International Airport,Orapa Airport,3:31 AM,6:33 PM
IB8346,Dourados Airport,Ahe Airport,9:48 AM,2:20 AM
NH5062,Tulum Naval Air Station,Port Williams Seaplane Base,12:33 PM,2:18 AM
KE2765,Roanne-Renaison Airport,Stanthorpe Airport,8:59 PM,1:38 PM
AZ8513,Na-San Airport,Marakei Airport,10:39 AM,7:49 AM
AF3915,Kursk East Airport,Vicksburg Municipal Airport,8:42 AM,1:11 PM
CX9614,Quirindi Airport,Tol Airport,12:20 AM,10:47 AM
AV6048,Pensacola Naval Air Station/Forrest Sherman Field,Garner Field,12:47 PM,10:51 PM
CX3000,Sidney - Richland Regional Airport,Glasgow International Airport,7:07 AM,8:42 PM
QR5172,Poplar Bluff Municipal Airport,La Araucanía Airport,10:45 AM,7:48 PM
ET8753,Smith Point Airport,Hambantota Seaplane Base,5:16 AM,9:06 AM
AA6513,Rurenabaque Airport,Hays Regional Airport,2:38 AM,8:41 PM
AZ1593,Hami Airport,Frederick Municipal Airport,3:13 AM,1:17 AM
EK8809,Prince George Airport,Van Nuys Airport,8:08 PM,8:11 AM
AI3656,Benin Airport,Wanxian Airport,4:14 AM,4:37 PM
QR7450,Manicoré Airport,Coban Airport,3:05 PM,7:57 PM
SA2594,Dios Airport,Palmarito Airport,11:59 AM,8:19 PM
TG7191,Roswell International Air Center Airport,Delta Junction Airport,3:54 PM,12:39 AM
AF1944,Dundas Airport,Solita Airport,7:48 PM,9:46 PM
AM6970,Nhon Co Airfield,Finke Airport,1:50 AM,5:26 AM
ET9491,Warraber Island Airport,Kansas City International Airport,5:03 PM,2:36 PM
KL4094,Bojnord Airport,Uchiza Airport,4:32 PM,7:50 PM
SA8759,Uray Airport,Cross Lake (Charlie Sinclair Memorial) Airport,8:49 PM,9:06 PM
QR7324,Martha's Vineyard Airport,San Domino Island Heliport,9:41 AM,10:56 PM
DL7285,Santa Barbara Municipal Airport,Congo Town Airport,4:57 AM,9:23 AM
EK7825,Landivisiau Air Base,Margaret River Airport,6:03 AM,7:53 PM
QR9135,Chacarita Airport,Bella Coola Airport,10:10 AM,8:50 PM
AC8774,Oryol Yuzhny Airport,Richmond International Airport,12:13 PM,12:39 PM
AI4858,Masalembo Airport,Sintang(Susilo) Airport,7:49 AM,7:48 AM
AZ3137,Rivers Inlet Seaplane Base,Mount House Airport,4:03 AM,8:39 AM
NZ2679,German Olano Air Base,Cascade Locks State Airport,9:14 AM,10:25 AM
CX6238,Senador Petrônio Portela Airport,Ouyen Airport,6:57 PM,7:08 PM
AM5247,James M Cox Dayton International Airport,Tarauacá Airport,2:25 AM,1:07 AM
TG9561,Cape Pole Seaplane Base,Ixtepec Airport,7:58 PM,11:28 PM
NZ7772,Ust-Maya Airport,Headingly Airport,6:51 AM,8:22 AM
LH2341,Andriamena Airport,Naval Station Mayport (Admiral David L. Mcdonald Field),2:39 AM,6:40 AM
LA9044,Oakdale Airport,Zabré Airport,5:46 PM,7:12 AM
IB8511,Swansea Airport,Mangalore International Airport,12:09 AM,8:11 PM
TG6198,Southern Cross Airport,Escuela Mariscal Sucre Airport,2:30 AM,5:16 AM
AV6783,Kavanayen Airport,White River Seaplane Base,9:39 AM,8:49 AM
NZ1813,Stillwater Regional Airport,Palmar Sur Airport,9:35 PM,12:11 AM
AV9242,Oxford (Kidlington) Airport,Chichester/Goodwood Airport,12:29 PM,7:16 AM
AF1050,Warrnambool Airport,Mogador Airport,10:47 AM,8:36 PM
EK4497,Mae Sot Airport,Ust-Tsylma Airport,5:31 PM,5:45 AM
TG7509,Mys Kamenny Airport,Naval Air Station Key West/Boca Chica Field,12:05 PM,4:52 PM
BA4184,Anadolu Airport,Umbu Mehang Kunda Airport,4:47 PM,1:57 AM
TG6233,Mafia Island Airport,RAF Odiham,7:25 AM,9:00 AM
AF6620,Diamantina Lakes Airport,Visalia Municipal Airport,12:22 PM,6:19 PM
NH7905,Cranbrook/Canadian Rockies International Airport,Husein Sastranegara International Airport,3:40 AM,4:15 AM
NH2176,Hickory Regional Airport,Arutua Airport,2:12 AM,7:19 AM
AM6972,Hluhluwe Airport,Dover Air Force Base,4:29 AM,3:29 PM
QR3296,Staniel Cay Airport,Newquay Cornwall Airport,7:43 AM,12:44 AM
BA6203,El Bayadh Airport,Windarling Airport,5:30 AM,3:28 AM
TG3277,Suai Airport,La Chinita International Airport,11:17 PM,11:08 PM
LA4242,Capitán Aníbal Arab Airport,Bosset Airport,3:25 PM,2:58 AM
TG5312,Huron Regional Airport,RAF Brize Norton,8:27 PM,8:31 AM
SA2518,Austin Airport,Strasbourg Airport,9:41 PM,5:26 PM
IB7358,Western Neb. Rgnl/William B. Heilig Airport,Carpentaria Downs Airport,5:20 PM,10:48 PM
AV4108,Basco Airport,Arnold Air Force Base,4:22 AM,6:03 AM
ET6943,Rzeszów-Jasionka Airport,Nuevo Casas Grandes Airport,5:47 AM,2:33 PM
WN8753,Tobermorey Airport,Cape Vogel Airport,11:45 AM,12:41 AM
LA9586,Kambalda Airport,Clinton Sherman Airport,6:19 AM,1:36 PM
AM2576,Plato Airport,Ozark Regional Airport,3:59 AM,5:10 AM
AV2432,Sakkyryr Airport,Indira Gandhi International Airport,10:21 AM,6:58 AM
CX4972,Böblingen Flugfeld,Teslin Airport,1:42 AM,9:23 PM
QR4953,Josephstaal Airport,Fahud Airport,12:40 PM,6:30 AM
BA9137,Chişinău International Airport,Renner Field-Goodland Municipal Airport,8:04 PM,11:11 AM
TG6065,Gregorio Luperon International Airport,Pembroke Airport,10:02 PM,2:13 AM
KE6794,Namsang Airport,Lindi Airport,3:36 AM,2:19 AM
LA4220,Kaghau Airport,Unguia Airport,9:59 PM,1:21 AM
QR5080,Sparta Community Hunter Field,Mackay Airport,2:28 PM,11:01 PM
AI5189,Echuca Airport,Mayajigua Airport,7:11 AM,4:14 AM
NZ9950,Aomori Airport,Bentota River Waterdrome,1:00 PM,12:59 PM
SQ5580,Co Ong Airport,Gamal Abdel Nasser Airport,7:22 AM,5:41 AM
EK4968,Nukutavake Airport,San Miguel Airport,10:38 PM,6:28 AM
DL8642,Tapini Airport,Yonaguni Airport,7:42 AM,8:40 AM
DL5835,Fort Severn Airport,Bakkafjörður Airport,3:40 AM,7:10 AM
DL4421,Harar Meda Airport,Gore Bay Manitoulin Airport,2:23 AM,6:42 AM
AC2255,Jiagedaqi Airport,Mohéli Bandar Es Eslam Airport,6:36 AM,9:38 PM
IB8620,La Tabatière Airport,Andorra la Vella Heliport,4:11 AM,3:42 AM
AF7678,Hanimaadhoo Airport,Hudiksvall Airport,10:37 PM,10:15 PM
IB2561,Katsina Airport,Thylungra Airport,9:06 AM,11:19 AM
DL3408,Baker Lake Airport,Girdwood Airport,5:58 AM,5:22 PM
KL8508,Edwards Air Force Base,Pukapuka Island Airport,7:09 PM,11:57 AM
ET1905,Arapahoe Municipal Airport,Tadjoura Airport,9:15 AM,8:10 PM
LH5074,Lubumbashi International Airport,Ficksburg Sentraoes Airport,3:40 AM,6:10 PM
DL9341,Bella Coola Airport,Gatlinburg-Pigeon Forge Airport,4:43 PM,3:00 PM
AF1519,Raduzhny Airport,Arlit Airport,8:58 PM,8:07 AM
IB9186,Minvoul Airport,Bishe Kola Air Base,6:41 PM,9:11 PM
WN9115,Kayenta Airport,Iwakuni Marine Corps Air Station,12:34 AM,6:40 PM
ET3908,Amalfi Airport,Hanksville Airport,3:45 PM,9:49 PM
SA8416,San Javier Airport,Ust-Tsylma Airport,5:51 PM,1:24 PM
NZ8106,Sawan Airport,Ras Al Khaimah International Airport,10:10 PM,1:49 AM
TG6065,Eisenach-Kindel Airport,Old Crow Airport,5:32 PM,1:06 AM
ET5694,Hongyuan Airport,Zinder Airport,10:03 AM,5:41 AM
SK3122,Luozi Airport,Changzhi Airport,10:54 AM,12:20 PM
NZ5033,King Cove Airport,Abdul Rachman Saleh Airport,1:49 AM,12:00 AM
NH2762,Chute-Des-Passes/Lac Margane Seaplane Base,Zoersel (Oostmalle) Airfield,12:57 PM,7:33 PM
AZ5874,Netaji Subhash Chandra Bose International Airport,Sarandi Airport,4:32 PM,3:03 AM
LA4985,Aviador C. Campos Airport,Wanuma Airport,2:28 PM,11:58 AM
CX3807,Qacha's Nek Airport,Namibe Airport,4:44 PM,11:56 PM
DL5104,Dushanbe Airport,Dunedin Airport,8:05 PM,10:01 PM
TG8211,Gag Island Airport,Tyler Pounds Regional Airport,12:56 AM,9:59 AM
AI2188,Shanghai Hongqiao International Airport,Ringi Cove Airport,12:01 PM,9:31 PM
NH2762,Puerto Princesa Airport,Xangongo Airport,3:29 AM,6:22 AM
IB9980,Alert Airport,Sangster International Airport,3:58 AM,6:49 AM
AA1540,Tarama Airport,Owen Sound / Billy Bishop Regional Airport,2:49 AM,10:25 PM
SA9206,Konduz Airport,Daup Airport,7:54 AM,6:05 AM
WN9277,Tindal Airport,Zaqatala International Airport,8:04 AM,4:08 PM
AV9155,Kongolo Airport,Pikwitonei Airport,8:16 AM,5:14 PM
AM5243,Samuels Field,Maganja da Costa Airport,3:25 PM,4:06 PM
NH7905,Marin County Airport - Gnoss Field,Central Nebraska Regional Airport,8:53 AM,1:41 AM
KE3818,Bannu Airport,Juanjui Airport,1:15 AM,10:36 AM
IB8156,Xinguara Municipal Airport,M. Graham Clark Downtown Airport,6:27 PM,12:41 PM
TG1611,McKellar-Sipes Regional Airport,West Sale Airport,10:51 PM,2:02 AM
AA2935,Bordj Badji Mokhtar Airport,Nissan Island Airport,5:38 PM,12:32 PM
SK5012,White Mountain Airport,Samos Airport,10:43 PM,8:51 AM
SQ2917,Jack Northrop Field Hawthorne Municipal Airport,Sainte Marie Airport,7:55 AM,2:29 PM
UA9725,Okayama Airport,Illaga Airport,8:29 PM,2:57 PM
TG9185,Mönchengladbach Airport,Mossendjo Airport,9:11 AM,9:52 AM
QR6020,Florø Airport,Sand Point Airport,3:50 AM,6:25 AM
SK4469,Esa'ala Airport,Los Angeles International Airport,6:22 PM,9:02 AM
SA9586,Mandritsara Airport,Ingeniero Ambrosio Taravella Airport,1:01 AM,1:02 PM
LH4956,Antalya International Airport,Metlakatla Seaplane Base,9:55 AM,7:01 AM
AA5562,Miami International Airport,Ellington Airport,4:30 AM,3:48 PM
WN3384,Ceres Airport,Lamen Bay Airport,2:51 PM,3:08 AM
ET3850,Pitu Airport,Negril Airport,11:31 PM,8:43 AM
AZ9148,Los Roques Airport,Bouar Airport,10:08 PM,11:39 PM
LH6321,Central Nebraska Regional Airport,Ludhiana Airport,3:09 PM,6:10 PM
ET9491,Aubenas-Ardèche Méridional Airport,Ramata Airport,8:11 AM,8:54 PM
NZ2559,Ancona Falconara Airport,Kuujjuarapik Airport,12:23 PM,11:22 PM
AV6156,Nantucket Memorial Airport,Whitehorse / Erik Nielsen International Airport,3:08 AM,11:12 PM
WN7069,Tan Son Nhat International Airport,Nartron Field,3:26 AM,6:17 PM
AF8946,Mahdia Airport,Uige Airport,3:08 AM,6:31 PM
AC9505,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,Arapoti Airport,12:16 PM,5:51 AM
AV2942,Phoenix Deer Valley Airport,Meselia Airport,11:57 PM,3:05 AM
NH7775,Kalemie Airport,Goose Bay Airport,5:28 PM,1:08 PM
NZ9071,Kaoma Airport,Erenhot Saiwusu International Airport,5:57 AM,8:16 AM
AC5785,Viveros Island Airport,Woodbourne Airport,1:47 AM,6:20 PM
QF5189,Issyk-Kul International Airport,Yongai Airport,9:08 PM,9:20 PM
AM7831,Rio Mayo Airport,Thisted Airport,4:58 AM,10:14 PM
AA6594,Nevatim Air Base,Katukurunda Air Force Base,4:30 AM,10:20 PM
ET2811,Sui Airport,Gilgal Airport,10:53 PM,2:09 AM
AI5164,Houma Terrebonne Airport,Mara Lodges Airport,9:09 PM,12:16 PM
AV9075,Diavik Airport,Gandajika Airport,10:47 PM,12:17 PM
QF4855,Thorshofn Airport,Manley Hot Springs Airport,4:29 PM,6:47 PM
KE9981,City of Colorado Springs Municipal Airport,San Vito De Java Airport,4:55 PM,10:17 PM
QF1403,Timaru Airport,Falls International Airport,4:57 AM,2:57 AM
UA8158,Siwa Oasis North Airport,Tenkodogo Airport,3:26 AM,12:27 PM
AI8052,Babanakira Airport,Mekane Selam Airport,2:12 PM,3:51 PM
LA2312,Perry Municipal Airport,Igor I Sikorsky Memorial Airport,12:17 PM,1:55 AM
ET5834,Dutchess County Airport,São Félix do Araguaia Airport,8:08 PM,5:02 PM
AI2783,Jefferson Municipal Airport,Saipan International Airport,9:11 PM,2:35 PM
AC1520,Thessaloniki Macedonia International Airport,Sodankyla Airport,5:29 PM,7:20 AM
AV2514,Sigonella Navy Air Base,Óbidos Airport,5:36 AM,2:11 AM
EK9373,Quillayute Airport,Sassandra Airport,11:40 PM,4:12 PM
LH1740,Kar Kar Airport,Hateruma Airport,3:19 PM,12:03 PM
TG2457,Green River Municipal Airport,Tshimpi Airport,10:04 PM,1:28 PM
LA7443,Numbulwar Airport,Polokwane International Airport,4:42 PM,8:28 AM
TG3919,Edmond Cané Airport,Harrison County Airport,3:27 PM,11:09 AM
BA9137,Tacoma Narrows Airport,Friday Harbor Seaplane Base,9:02 AM,8:26 AM
AF1042,Goulburn Airport,Talagi Airport,6:59 AM,2:52 PM
WN9586,Mulu Airport,Khartoum International Airport,4:36 PM,8:14 PM
AF5545,Nome Airport,Point Lay LRRS Airport,12:04 PM,2:17 AM
LA2799,Mefford Field,Garbaharey Airport,1:52 PM,6:39 PM
DL6355,Nuremberg Airport,Elim Airport,2:16 AM,6:00 PM
KL7456,Ministro Pistarini International Airport,Cabo Frio Airport,3:49 AM,5:37 AM
IB5792,Great Falls International Airport,New Islamabad International Airport,2:20 PM,12:37 PM
DL5999,Eliptamin Airport,Chistochina Airport,11:28 PM,2:47 AM
KE2815,Henry E Rohlsen Airport,Ivanof Bay Seaplane Base,10:14 PM,7:53 PM
AM9697,Mende-Brenoux Airfield,Málaga Airport,1:27 PM,10:21 PM
AF2048,Vicenza Airport,George R Carr Memorial Air Field,9:21 PM,11:14 AM
SQ3395,Canton Island Airport,Valdosta Regional Airport,6:54 PM,11:43 PM
SK7629,Corcoran Airport,Tumbler Ridge Airport,2:09 PM,12:44 PM
NZ7026,Mossel Bay Airport,Tisdale Airport,6:35 PM,10:21 PM
LH5166,Cape Dorset Airport,Abu Musa Island Airport,6:01 AM,1:05 AM
AM6666,Crested Butte Airpark,Clyde River Airport,5:10 AM,1:46 PM
TG4785,Babanakira Airport,Uzhhorod International Airport,2:05 AM,3:32 PM
NH5763,Pompeu Airport,Alert Bay Airport,1:10 AM,1:16 PM
AA3791,Kokkola-Pietarsaari Airport,Paz De Ariporo Airport,6:42 AM,10:13 AM
LH7474,Aachen-Merzbrück Airport,Cotulla-La Salle County Airport,3:46 PM,10:37 AM
SK2755,Tottori Airport,Lubbock Preston Smith International Airport,12:24 PM,2:02 AM
UA8526,Oktyabrskiy Airport,Greater Southwest International Airport-Amon Carter Field,1:34 AM,7:08 AM
CX9928,Sawan Airport,Banak Airport,12:44 PM,10:16 AM
AV3809,Bandar Lengeh Airport,El Alto International Airport,4:05 PM,6:58 AM
EK5965,Wayne County Airport,Tri-Cities Regional TN/VA Airport,12:18 PM,10:26 PM
TG8579,Rolla National Airport,Strother Field,12:35 AM,8:24 AM
SQ5037,Yichang Sanxia Airport,Wright-Patterson Air Force Base,4:55 PM,5:53 AM
ET1145,Spangdahlem Air Base,Mobridge Municipal Airport,12:34 PM,4:56 PM
AI2803,Bou Chekif Airport,Shively Field,5:58 PM,6:19 PM
AC8657,Palmerston North Airport,Windarling Airport,2:27 PM,10:16 PM
CX7861,Cap Skirring Airport,Friday Harbor Seaplane Base,5:02 AM,11:23 PM
IB7269,Tagula Airport,Bizant Airport,12:18 AM,5:30 AM
KL9281,Apple Valley Airport,Tarfaya Airport,10:44 PM,8:42 AM
QF5081,Lutsk Airport,Camiguin Airport,5:27 PM,5:42 PM
LA5408,Satu Mare Airport,Brevig Mission Airport,9:57 AM,10:00 PM
IB3912,Amery Municipal Airport,Cognac-Châteaubernard (BA 709) Air Base,11:15 PM,7:48 PM
KL3207,Tagbilaran Airport,Beatrice Municipal Airport,7:00 PM,12:48 PM
TG6258,Goya Airport,Jack Mc Namara Field Airport,5:51 AM,4:36 AM
WN4544,Bayannur Tianjitai Airport,Tambohorano Airport,5:08 PM,9:20 PM
SA4858,Cartierville Airport,Khartoum International Airport,8:59 AM,6:26 AM
KL3810,Uige Airport,Fredericton Airport,11:07 PM,2:11 PM
DL1182,Overberg Airport,Port Hedland International Airport,12:00 AM,11:18 AM
AZ3832,Valle de La Pascua Airport,Atlas Brasil Cantanhede Airport,2:55 AM,9:39 PM
LH7638,Dade Collier Training and Transition Airport,Peterborough Airport,1:02 PM,10:52 PM
AC2363,Puerto Leda Airport,Guanambi Airport,5:49 AM,5:24 AM
BA2542,Lumbala Airport,Simon Mwansa Kapwepwe International Airport,12:19 AM,1:48 AM
AA8666,Henry County Airport,Kings Canyon Airport,6:11 AM,7:20 PM
ET7435,Bayankhongor Airport,San Ignacio de Moxos Airport,2:46 AM,12:08 PM
NH1887,Cluny Airport,Husein Sastranegara International Airport,7:57 PM,12:35 AM
LH7027,Valan Airport,Alberto Carnevalli Airport,12:31 PM,4:26 PM
EK1066,Bata Airport,Leros Airport,5:58 AM,2:35 AM
AM9126,Asturias Airport,Luderitz Airport,4:44 AM,11:23 PM
QF1621,Melangguane Airport,Harrell Field,2:22 AM,4:57 PM
LA7165,Salem Municipal Airport/McNary Field,Alpha Airport,5:56 AM,2:48 PM
ET8753,Cape Orford Airport,Usiminas Airport,9:40 PM,1:42 PM
UA2406,San Diego International Airport,Canton Municipal Airport,10:29 PM,11:14 AM
ET1652,King Cove Airport,Worland Municipal Airport,3:14 PM,5:17 AM
BA7866,Anthony Municipal Airport,Elazığ Airport,10:46 AM,5:07 AM
ET2517,Desroches Airport,Thomasville Regional Airport,4:27 AM,11:55 PM
AI3512,Trent Lott International Airport,Qasigiannguit Heliport,8:58 PM,11:29 AM
AI7579,Perth International Airport,Lake Rudolf Airport,8:56 PM,11:53 AM
SK1074,Lalibella Airport,Cherrabah Airport,9:33 AM,5:13 PM
AC2311,Tunta Airport,Santa Teresita Airport,6:06 AM,2:33 PM
SK8026,Jiamusi Airport,Kununurra Airport,3:03 AM,6:28 PM
SK8606,Calvi-Sainte-Catherine Airport,Codazzi Airport,7:54 AM,9:30 PM
KE6665,Josephstaal Airport,Opapimiskan Lake Airport,9:29 AM,5:01 PM
AI8395,Gobernador Castello Airport,Karasabai Airport,2:18 AM,4:36 PM
AC6500,Mara Lodges Airport,Reno Tahoe International Airport,7:48 AM,11:17 AM
KE4306,Caen-Carpiquet Airport,Del Caribe Santiago Mariño International Airport,7:02 PM,1:05 PM
AF4971,General Servando Canales International Airport,Mbuji Mayi Airport,8:59 AM,9:17 AM
AV2122,Hana Airport,São Pedro Airport,9:09 AM,12:22 PM
CX5205,Quezaltenango Airport,Moises Benzaquen Rengifo Airport,5:55 PM,10:49 AM
SA8434,Mc Clellan Airfield,Asmara International Airport,2:11 AM,3:41 AM
TG3255,Earlton (Timiskaming Regional) Airport,Khabarovsk-Novy Airport,10:40 PM,10:26 PM
BA9479,Bloomfield River Airport,Zyryanka Airport,3:51 PM,2:47 PM
KE3098,Graciosa Airport,EuroAirport Basel-Mulhouse-Freiburg Airport,8:29 PM,7:16 PM
AI6793,Grand Forks Airport,Graciosa Airport,2:23 PM,3:11 AM
SA1768,São Gabriel Airport,Sierra Blanca Regional Airport,6:23 PM,11:33 AM
AF4074,Letfotar Airport,Marion County Brown Field,7:46 AM,9:28 PM
KE6371,Komatsu Airport,Nikolski Air Station,11:23 PM,7:15 AM
ET9507,Cayana Airstrip,Abengourou Airport,5:54 AM,3:13 PM
EK8161,Honinabi Airport,Ovda International Airport,8:56 AM,12:20 AM
LA7890,Gold Coast Airport,Hodeidah International Airport,1:02 AM,6:32 PM
IB5239,Glenormiston Airport,Baotou Airport,11:31 PM,11:02 PM
AI4844,Fort Lee Army Airfield,Donskoye Airport,7:50 AM,9:29 AM
DL4362,Samuels Field,Illaga Airport,3:23 AM,7:10 AM
AM8408,Abel Santamaria Airport,Merty Merty Airport,10:03 AM,10:28 PM
DL7030,Culion Airport,Chernofski Harbor Seaplane Base,5:36 AM,1:59 PM
LH8760,Orán Airport,Maximo Gomez Airport,11:13 PM,5:24 PM
AI3634,Afonso Pena Airport,Kickapoo Downtown Airport,5:35 AM,12:56 AM
UA4821,April Point Seaplane Base,Hamburg-Finkenwerder Airport,5:27 PM,10:09 PM
TG3624,La Porte Municipal Airport,Pecos Municipal Airport,5:34 PM,8:48 AM
IB9642,Cross Lake (Charlie Sinclair Memorial) Airport,Atatürk International Airport,5:09 PM,4:07 PM
SQ4474,Ignace Municipal Airport,Asirim Airport,12:37 PM,7:02 AM
ET7205,Shelby Airport,Liepāja International Airport,4:39 PM,6:17 PM
CX9990,Humberto Ghizzo Bortoluzzi Regional Airport,Massena International Richards Field,6:49 PM,9:02 AM
AC7203,Vila Bela da Santíssima Trindade Airport,Villa Dolores Airport,1:52 PM,7:11 PM
NH1353,Kalkgurung Airport,Fazenda Santa Maria Airport,3:57 PM,7:12 PM
IB3568,Nyurba Airport,Useless Loop Airport,5:38 AM,11:20 AM
UA9363,Gaspé (Michel-Pouliot) Airport,Assiut International Airport,2:27 AM,12:21 AM
AV7854,Raja Bhoj International Airport,Anaktuvuk Pass Airport,11:03 PM,4:15 AM
AZ4071,Baker Lake Airport,Ólafsfjörður Airport,1:02 PM,9:47 AM
AV9841,Dillon's Bay Airport,Plymouth Municipal Airport,5:27 AM,7:21 AM
SQ1831,Kassala Airport,Kaghau Airport,4:05 AM,6:23 PM
NZ8863,Detroit Metropolitan Wayne County Airport,Moundou Airport,2:29 AM,10:42 AM
AA1911,Buckland Airport,Savoonga Airport,11:41 PM,1:58 PM
SA6086,Prefeito Renato Moreira Airport,Pembina Municipal Airport,7:18 AM,4:10 PM
ET9521,En Nahud Airport,Trang Airport,4:53 PM,6:32 AM
KE9657,Lumi Airport,Aur Island Airport,7:14 PM,9:32 AM
WN2733,Limoges Airport,Etadunna Airport,9:40 AM,7:41 PM
QR5977,Shaheed Benazirabad Airport,Kotoka International Airport,7:33 PM,6:07 PM
NZ7086,Umberto Modiano Airport,Ralph M Calhoun Memorial Airport,3:54 AM,10:39 AM
SA3946,Sikeston Memorial Municipal Airport,Quaqtaq Airport,4:05 PM,8:21 AM
AZ8773,Hamburg Airport,Liuting Airport,6:13 PM,3:11 PM
